field_x,value_x,field_y,value_y,n_x,n_y,n_both,decoupling_mass,norm_decoupling
department_name,Ladies Sport Bras,product_type_name,Vest top,204,411,54,507,0.9037433155080213
section_name,Womens Everyday Collection,graphical_appearance_name,Solid,1668,7935,839,7925,0.9042674577818348
department_name,Outwear,product_type_name,Coat,205,47,22,208,0.9043478260869565
product_type_name,Swimwear bottom,graphical_appearance_name,Other structure,228,312,47,446,0.9046653144016227
department_name,Accessories,product_type_name,Hat/brim,28,18,4,38,0.9047619047619048
product_type_name,Shirt,section_name,Contemporary Casual,432,145,50,477,0.905123339658444
product_type_name,Hair/alice band,section_name,Divided Accessories,121,191,27,258,0.9052631578947369
product_type_name,Dress,section_name,Divided Collection,1604,1421,261,2503,0.9055716353111433
department_name,Outdoor/Blazers,section_name,Divided Collection,134,1421,134,1287,0.9057002111189303
product_type_name,Shirt,graphical_appearance_name,Check,432,314,64,618,0.906158357771261
product_type_name,Coat,section_name,Womens Jackets,47,187,20,194,0.9065420560747663
department_name,Premium Quality,product_type_name,Heeled sandals,56,38,8,78,0.9069767441860465
department_name,Jersey fancy,product_type_name,Bodysuit,338,86,36,352,0.9072164948453608
department_name,Trousers & Skirt,section_name,Womens Trend,39,423,39,384,0.9078014184397163
product_type_name,Trousers,colour_group_name,Black,1789,3826,472,4671,0.9082247715341241
department_name,Suit,section_name,Womens Tailoring,79,866,79,787,0.9087759815242494
department_name,Small Accessories,product_type_name,Bracelet,80,16,8,80,0.9090909090909091
department_name,Woven Premium,product_type_name,Coat,49,47,8,80,0.9090909090909091
department_name,Kids Boy Knitwear,section_name,Kids Boy,7,77,7,70,0.9090909090909091
department_name,Small Accessories Extended,product_type_name,Hair string,17,55,6,60,0.9090909090909091
department_name,Studio Collection,product_type_name,Swimwear set,9,3,1,10,0.9090909090909091
product_type_name,Eyeglasses,graphical_appearance_name,Transparent,1,11,1,10,0.9090909090909091
department_name,Socks Bin,product_type_name,Socks,33,328,30,301,0.9093655589123867
section_name,Womens Everyday Collection,colour_group_name,Black,1668,3826,456,4582,0.9094878920206431
department_name,Clean Lingerie,product_type_name,Unknown,147,83,19,192,0.909952606635071
department_name,Hair Accessories,product_type_name,Hair ties,209,21,19,192,0.909952606635071
product_type_name,Shirt,section_name,Contemporary Smart,432,246,56,566,0.909967845659164
department_name,Dress,graphical_appearance_name,All over pattern,490,1462,161,1630,0.9101060859854829
department_name,Tops Fancy Jersey,product_type_name,T-shirt,209,786,82,831,0.9101861993428259
department_name,Trouser,graphical_appearance_name,Check,609,314,76,771,0.910271546635183
department_name,Projects Woven Tops,section_name,Divided Projects,27,301,27,274,0.9102990033222591
department_name,Denim Other Garments,graphical_appearance_name,Denim,91,1020,91,929,0.9107843137254902
department_name,Denim Other Garments,product_type_name,Dungarees,91,19,9,92,0.9108910891089109
department_name,Knitwear,section_name,Womens Everyday Collection,540,1668,180,1848,0.9112426035502958
department_name,Small Accessories,product_type_name,Necklace,80,129,17,175,0.9114583333333334
product_type_name,Jacket,section_name,Mens Outerwear,427,54,39,403,0.9117647058823529
product_type_name,Hair clip,graphical_appearance_name,Metallic,42,45,7,73,0.9125
product_type_name,Blouse,section_name,Womens Tailoring,619,866,119,1247,0.9128843338213762
department_name,Baby Boy Outdoor,product_type_name,Outdoor Waistcoat,8,17,2,21,0.9130434782608695
department_name,Tights basic,product_type_name,Leggings/Tights,113,250,29,305,0.9131736526946108
product_type_name,Sweater,section_name,Divided Collection,1081,1421,199,2104,0.9135909683022145
department_name,Other items,product_type_name,Dog wear,58,5,5,53,0.9137931034482759
product_type_name,Hoodie,graphical_appearance_name,Placement print,282,200,38,406,0.9144144144144144
department_name,Jersey Fancy,graphical_appearance_name,Front print,202,129,26,279,0.9147540983606557
department_name,Jersey Fancy,product_type_name,Hoodie,202,282,38,408,0.9147982062780269
department_name,Shorts & Skirts,section_name,Womens Casual,46,540,46,494,0.9148148148148149
department_name,UW,graphical_appearance_name,Jacquard,32,70,8,86,0.9148936170212766
department_name,Shopbasket Lingerie,product_type_name,Underwear bottom,37,425,36,390,0.9154929577464789
department_name,Tops woven DS,section_name,Divided Selected,6,71,6,65,0.9154929577464789
section_name,Ladies Denim,colour_group_name,Light Blue,394,368,59,644,0.9160739687055477
section_name,Womens Lingerie,graphical_appearance_name,Solid,787,7935,674,7374,0.9162524850894632
department_name,Trouser,section_name,Contemporary Smart,609,246,66,723,0.9163498098859315
colour_group_name,Dark Grey,graphical_appearance_name,Melange,401,843,96,1052,0.9163763066202091
department_name,Shirt S&T,product_type_name,Shirt,36,432,36,396,0.9166666666666666
department_name,Flats,product_type_name,Flip flop,58,7,5,55,0.9166666666666666
department_name,Shoes Other,section_name,Divided Complements Other,1,12,1,11,0.9166666666666666
department_name,Tops & Bottoms Other,section_name,Divided Complements Other,1,12,1,11,0.9166666666666666
department_name,Woven Occasion,colour_group_name,Other,4,9,1,11,0.9166666666666666
product_type_name,Nipple covers,graphical_appearance_name,Transparent,2,11,1,11,0.9166666666666666
product_type_name,Blouse,graphical_appearance_name,All over pattern,619,1462,160,1761,0.9167100468505986
department_name,Newborn,product_type_name,Jumpsuit/Playsuit,76,81,12,133,0.9172413793103448
colour_group_name,Silver,graphical_appearance_name,Metallic,112,45,12,133,0.9172413793103448
department_name,Other items,section_name,Womens Small accessories,58,702,58,644,0.9173789173789174
department_name,Ladies Sport Bottoms,graphical_appearance_name,Mesh,94,24,9,100,0.9174311926605505
department_name,Dresses,product_type_name,Jumpsuit/Playsuit,287,81,28,312,0.9176470588235294
product_type_name,Trousers,graphical_appearance_name,Solid,1789,7935,739,8246,0.9177518085698386
product_type_name,Hoodie,section_name,Contemporary Street,282,142,32,360,0.9183673469387755
product_type_name,T-shirt,colour_group_name,White,786,1311,158,1781,0.9185146982980918
product_type_name,T-shirt,graphical_appearance_name,Placement print,786,200,74,838,0.918859649122807
colour_group_name,Black,graphical_appearance_name,All over pattern,3826,1462,395,4498,0.9192724300020437
department_name,Kids Boy UW/NW,section_name,Boys Underwear & Basics,7,87,7,80,0.9195402298850575
product_type_name,Underwear bottom,section_name,Men Underwear,425,489,68,778,0.9196217494089834
product_type_name,Trousers,section_name,Womens Everyday Collection,1789,1668,257,2943,0.9196875
department_name,Light Basic Jersey,product_type_name,Polo shirt,188,41,17,195,0.9198113207547169
department_name,Tops Knitwear DS,product_type_name,Outdoor Waistcoat,10,17,2,23,0.92
product_type_name,Other shoe,section_name,Men Shoes,10,17,2,23,0.92
product_type_name,Slippers,section_name,Men Shoes,10,17,2,23,0.92
product_type_name,Socks,graphical_appearance_name,All over pattern,328,1462,131,1528,0.921036769138035
department_name,Trouser,section_name,Womens Casual,609,540,84,981,0.9211267605633803
department_name,Outdoor/Blazers,product_type_name,Outdoor Waistcoat,134,17,11,129,0.9214285714285714
colour_group_name,Light Grey,graphical_appearance_name,Melange,202,843,76,893,0.9215686274509803
department_name,Young Girl Trouser,section_name,Young Girl,8,102,8,94,0.9215686274509803
product_type_name,Shirt,section_name,Men Suits & Tailoring,432,133,41,483,0.9217557251908397
department_name,Hair Accessories,product_type_name,Other accessories,209,95,22,260,0.9219858156028369
department_name,Ladies Sport Bras,product_type_name,Bra,204,446,47,556,0.9220563847429519
department_name,Kids Boy Trouser,section_name,Kids Boy,6,77,6,71,0.922077922077922
section_name,Womens Everyday Collection,colour_group_name,Light Beige,1668,653,167,1987,0.9224698235840297
product_type_name,Shorts,graphical_appearance_name,Denim,301,1020,95,1131,0.9225122349102773
product_type_name,Blazer,section_name,Womens Tailoring,194,866,76,908,0.9227642276422764
section_name,Contemporary Smart,graphical_appearance_name,Check,246,314,40,480,0.9230769230769231
department_name,Small Accessories Extended,product_type_name,Other accessories,17,95,8,96,0.9230769230769231
department_name,Baby Shoes,colour_group_name,Bronze/Copper,11,3,1,12,0.9230769230769231
product_type_name,Sweater,section_name,Womens Everyday Collection,1081,1668,196,2357,0.9232275754014885
product_type_name,Sandals,section_name,Womens Shoes,27,324,25,301,0.9233128834355828
product_type_name,Ballerinas,section_name,Womens Shoes,28,324,25,302,0.9235474006116208
department_name,Blouse & Dress,product_type_name,Blouse,184,619,57,689,0.9235924932975871
department_name,Shoes,product_type_name,Sneakers,11,60,5,61,0.9242424242424242
department_name,Skirts,section_name,Divided Collection,107,1421,107,1314,0.9247009148486981
product_type_name,Vest top,section_name,Ladies H&M Sport,411,362,54,665,0.9248956884561892
product_type_name,Garment Set,section_name,Baby Girl,70,59,9,111,0.925
department_name,Small Accessories,product_type_name,Tie,80,6,6,74,0.925
product_type_name,Tie,section_name,Men Accessories,6,80,6,74,0.925
product_type_name,Ring,colour_group_name,Gold,47,298,24,297,0.9252336448598131
colour_group_name,Light Beige,graphical_appearance_name,All over pattern,653,1462,147,1821,0.9253048780487805
department_name,Ladies Sport Woven,section_name,Ladies H&M Sport,27,362,27,335,0.925414364640884
product_type_name,Coat,section_name,Mens Outerwear,47,54,7,87,0.925531914893617
product_type_name,Hair string,section_name,Womens Small accessories,55,702,52,653,0.926241134751773
department_name,Functional Lingerie,product_type_name,Underwear bottom,87,425,35,442,0.9266247379454927
product_type_name,Pyjama set,section_name,Boys Underwear & Basics,74,87,11,139,0.9266666666666666
department_name,Knitwear,section_name,Womens Tailoring,540,866,96,1214,0.9267175572519084
department_name,Young Boy UW/NW,product_type_name,Pyjama set,14,74,6,76,0.926829268292683
department_name,UW,section_name,Divided Basics,32,438,32,406,0.9269406392694064
department_name,Blouse,product_type_name,Vest top,591,411,68,866,0.9271948608137045
colour_group_name,Dark Blue,graphical_appearance_name,Stripe,805,410,82,1051,0.9276257722859664
department_name,Skirt,section_name,Womens Tailoring,159,866,69,887,0.9278242677824268
department_name,Baby Socks,product_type_name,Underwear Tights,27,92,8,103,0.9279279279279279
section_name,Womens Lingerie,colour_group_name,Light Orange,787,201,66,856,0.928416485900217
department_name,Basic 1,product_type_name,Vest top,399,411,54,702,0.9285714285714286
department_name,Kids Boy Jersey Fancy,graphical_appearance_name,Colour blocking,40,95,9,117,0.9285714285714286
department_name,AK Tops Knitwear,section_name,Divided Asia keys,4,56,4,52,0.9285714285714286
product_type_name,Sandals,colour_group_name,Bronze/Copper,27,3,2,26,0.9285714285714286
department_name,Boys Small Acc & Bags,section_name,"Kids Accessories, Swimwear & D",1,14,1,13,0.9285714285714286
department_name,Dress-up Boys,section_name,"Kids Accessories, Swimwear & D",1,14,1,13,0.9285714285714286
product_type_name,Umbrella,colour_group_name,Other Red,11,4,1,13,0.9285714285714286
department_name,Shorts & Skirts,product_type_name,Shorts,46,301,23,301,0.9290123456790124
department_name,Jersey,product_type_name,Vest top,830,411,82,1077,0.9292493528904228
department_name,Shirt,graphical_appearance_name,Check,125,314,29,381,0.9292682926829269
product_type_name,Belt,section_name,Divided Accessories,112,191,20,263,0.9293286219081273
department_name,Ladies Sport Bras,product_type_name,Top,204,692,59,778,0.929510155316607
product_type_name,Trousers,colour_group_name,Light Blue,1789,368,142,1873,0.9295285359801488
section_name,Womens Everyday Collection,colour_group_name,White,1668,1311,196,2587,0.9295724038807043
department_name,Blouse,graphical_appearance_name,All over pattern,591,1462,135,1783,0.929614181438999
product_type_name,Hoodie,graphical_appearance_name,Front print,282,129,27,357,0.9296875
department_name,Jewellery Extended,product_type_name,Necklace,69,129,13,172,0.9297297297297298
product_type_name,Trousers,section_name,Divided Collection,1789,1421,210,2790,0.93
department_name,Jersey,graphical_appearance_name,Solid,830,7935,573,7619,0.9300537109375
section_name,Womens Lingerie,colour_group_name,White,787,1311,137,1824,0.930137684854666
section_name,Womens Tailoring,graphical_appearance_name,Solid,866,7935,572,7657,0.9304897314375987
product_type_name,Sneakers,section_name,Men Shoes,60,17,5,67,0.9305555555555556
product_type_name,Hat/beanie,section_name,Womens Big accessories,52,272,21,282,0.9306930693069307
department_name,Denim Trousers,colour_group_name,Light Blue,234,368,39,524,0.9307282415630551
department_name,Other items,product_type_name,Mobile case,58,4,4,54,0.9310344827586207
department_name,Other items,product_type_name,Watch,58,4,4,54,0.9310344827586207
department_name,Accessories,product_type_name,Cap,28,3,2,27,0.9310344827586207
department_name,Swimwear,graphical_appearance_name,All over pattern,526,1462,128,1732,0.9311827956989247
department_name,Young Boy Jersey Fancy,graphical_appearance_name,Front print,42,129,11,149,0.93125
department_name,Young Girl Dresses,section_name,Young Girl,7,102,7,95,0.9313725490196079
section_name,Womens Small accessories,graphical_appearance_name,Solid,702,7935,554,7529,0.9314610911790177
department_name,Denim shorts,section_name,Denim Men,8,117,8,109,0.9316239316239316
department_name,Young Girl Jersey Basic,graphical_appearance_name,Colour blocking,30,95,8,109,0.9316239316239316
product_type_name,Vest top,section_name,Divided Basics,411,438,54,741,0.9320754716981132
product_type_name,Sweater,graphical_appearance_name,Solid,1081,7935,573,7870,0.9321331280350587
department_name,Socks Bin,section_name,Men Underwear,33,489,33,456,0.9325153374233128
department_name,Expressive Lingerie,product_type_name,Underwear body,250,36,18,250,0.9328358208955224
section_name,Men Accessories,colour_group_name,Silver,80,112,12,168,0.9333333333333333
product_type_name,Bracelet,section_name,Men Accessories,16,80,6,84,0.9333333333333333
